objectid,election_name,election_date,ward,total_votes,registered_voters_as_of,registered_voters,turnout
1,2024 Special,2024/09/17,08,281,2024/11/05,2095,0.134
2,2024 Special,2024/09/17,10,480,2024/11/05,5472,0.088
3,2024 Special,2024/09/17,12,672,2024/11/05,10900,0.062
4,2024 Special,2024/09/17,15,1434,2024/11/05,12029,0.119
5,2024 Special,2024/09/17,16,294,2024/11/05,8194,0.036
6,2024 Special,2024/09/17,17,1104,2024/11/05,16113,0.069
7,2024 Special,2024/09/17,28,147,2024/11/05,1942,0.076
8,2024 Special,2024/09/17,29,589,2024/11/05,9753,0.06
9,2024 Special,2024/09/17,32,690,2024/11/05,15481,0.045
10,2024 Special,2024/09/17,59,1188,2024/11/05,15964,0.074
11,2024 Primary,2024/04/23,01,3570,2024/04/23,13193,0.271
12,2024 Primary,2024/04/23,02,5800,2024/04/23,20783,0.279
13,2024 Primary,2024/04/23,03,2633,2024/04/23,13326,0.198
14,2024 Primary,2024/04/23,04,2360,2024/04/23,13242,0.178
15,2024 Primary,2024/04/23,05,8095,2024/04/23,38015,0.213
16,2024 Primary,2024/04/23,06,1821,2024/04/23,9686,0.188
17,2024 Primary,2024/04/23,07,731,2024/04/23,12343,0.059
18,2024 Primary,2024/04/23,08,8822,2024/04/23,35344,0.25
19,2024 Primary,2024/04/23,09,4840,2024/04/23,12407,0.39
20,2024 Primary,2024/04/23,10,4027,2024/04/23,16908,0.238
21,2024 Primary,2024/04/23,11,1461,2024/04/23,9310,0.157
22,2024 Primary,2024/04/23,12,2804,2024/04/23,15185,0.185
23,2024 Primary,2024/04/23,13,2358,2024/04/23,13464,0.175
24,2024 Primary,2024/04/23,14,1101,2024/04/23,6699,0.164
25,2024 Primary,2024/04/23,15,4747,2024/04/23,14907,0.318
26,2024 Primary,2024/04/23,16,911,2024/04/23,7521,0.121
27,2024 Primary,2024/04/23,17,3057,2024/04/23,15268,0.2
28,2024 Primary,2024/04/23,18,3039,2024/04/23,15846,0.192
29,2024 Primary,2024/04/23,19,829,2024/04/23,8886,0.093
30,2024 Primary,2024/04/23,20,944,2024/04/23,7550,0.125
31,2024 Primary,2024/04/23,21,8437,2024/04/23,35589,0.237
32,2024 Primary,2024/04/23,22,5928,2024/04/23,17330,0.342
33,2024 Primary,2024/04/23,23,1680,2024/04/23,14248,0.118
34,2024 Primary,2024/04/23,24,1997,2024/04/23,11738,0.17
35,2024 Primary,2024/04/23,25,1411,2024/04/23,13057,0.108
36,2024 Primary,2024/04/23,26,2747,2024/04/23,13679,0.201
37,2024 Primary,2024/04/23,27,2542,2024/04/23,19402,0.131
38,2024 Primary,2024/04/23,28,1164,2024/04/23,7762,0.15
39,2024 Primary,2024/04/23,29,1720,2024/04/23,8714,0.197
40,2024 Primary,2024/04/23,30,3946,2024/04/23,15718,0.251
41,2024 Primary,2024/04/23,31,2791,2024/04/23,13439,0.208
42,2024 Primary,2024/04/23,32,1860,2024/04/23,13564,0.137
43,2024 Primary,2024/04/23,33,921,2024/04/23,13340,0.069
44,2024 Primary,2024/04/23,34,5457,2024/04/23,25428,0.215
45,2024 Primary,2024/04/23,35,2545,2024/04/23,18474,0.138
46,2024 Primary,2024/04/23,36,4898,2024/04/23,23826,0.206
47,2024 Primary,2024/04/23,37,1089,2024/04/23,9018,0.121
48,2024 Primary,2024/04/23,38,3014,2024/04/23,12978,0.232
49,2024 Primary,2024/04/23,39,5046,2024/04/23,26116,0.193
50,2024 Primary,2024/04/23,40,4210,2024/04/23,28606,0.147
51,2024 Primary,2024/04/23,41,1384,2024/04/23,12570,0.11
52,2024 Primary,2024/04/23,42,1720,2024/04/23,16211,0.106
53,2024 Primary,2024/04/23,43,1193,2024/04/23,12715,0.094
54,2024 Primary,2024/04/23,44,1703,2024/04/23,9539,0.179
55,2024 Primary,2024/04/23,45,1855,2024/04/23,14611,0.127
56,2024 Primary,2024/04/23,46,4349,2024/04/23,15899,0.274
57,2024 Primary,2024/04/23,47,920,2024/04/23,7201,0.128
58,2024 Primary,2024/04/23,48,2287,2024/04/23,12822,0.178
59,2024 Primary,2024/04/23,49,2712,2024/04/23,15747,0.172
60,2024 Primary,2024/04/23,50,5887,2024/04/23,18867,0.312
61,2024 Primary,2024/04/23,51,2695,2024/04/23,14784,0.182
62,2024 Primary,2024/04/23,52,4539,2024/04/23,17322,0.262
63,2024 Primary,2024/04/23,53,1888,2024/04/23,12601,0.15
64,2024 Primary,2024/04/23,54,1033,2024/04/23,9124,0.113
65,2024 Primary,2024/04/23,55,1534,2024/04/23,12914,0.119
66,2024 Primary,2024/04/23,56,3750,2024/04/23,21063,0.178
67,2024 Primary,2024/04/23,57,3186,2024/04/23,16675,0.191
68,2024 Primary,2024/04/23,58,5770,2024/04/23,27963,0.206
69,2024 Primary,2024/04/23,59,3280,2024/04/23,15098,0.217
70,2024 Primary,2024/04/23,60,2791,2024/04/23,12912,0.216
71,2024 Primary,2024/04/23,61,3125,2024/04/23,17350,0.18
72,2024 Primary,2024/04/23,62,1669,2024/04/23,15749,0.106
73,2024 Primary,2024/04/23,63,4502,2024/04/23,15266,0.295
74,2024 Primary,2024/04/23,64,1447,2024/04/23,8691,0.166
75,2024 Primary,2024/04/23,65,2760,2024/04/23,14106,0.196
76,2024 Primary,2024/04/23,66,5540,2024/04/23,27933,0.198
77,2024 General,2024/11/05,01,10111,2024/11/05,13914,0.727
78,2024 General,2024/11/05,02,16213,2024/11/05,22161,0.732
79,2024 General,2024/11/05,03,9081,2024/11/05,14276,0.636
80,2024 General,2024/11/05,04,8572,2024/11/05,14408,0.595
81,2024 General,2024/11/05,05,26818,2024/11/05,42363,0.633
82,2024 General,2024/11/05,06,6272,2024/11/05,10653,0.589
83,2024 General,2024/11/05,07,6054,2024/11/05,13051,0.464
84,2024 General,2024/11/05,08,26678,2024/11/05,40151,0.664
85,2024 General,2024/11/05,09,10478,2024/11/05,12886,0.813
86,2024 General,2024/11/05,10,12173,2024/11/05,17634,0.69
87,2024 General,2024/11/05,11,5287,2024/11/05,10072,0.525
88,2024 General,2024/11/05,12,9850,2024/11/05,16099,0.612
89,2024 General,2024/11/05,13,8458,2024/11/05,14426,0.586
90,2024 General,2024/11/05,14,4735,2024/11/05,7556,0.627
91,2024 General,2024/11/05,15,11996,2024/11/05,15869,0.756
92,2024 General,2024/11/05,16,4356,2024/11/05,8194,0.532
93,2024 General,2024/11/05,17,10138,2024/11/05,16113,0.629
94,2024 General,2024/11/05,18,12201,2024/11/05,17487,0.698
95,2024 General,2024/11/05,19,4900,2024/11/05,9516,0.515
96,2024 General,2024/11/05,20,5052,2024/11/05,9552,0.529
97,2024 General,2024/11/05,21,28692,2024/11/05,37856,0.758
98,2024 General,2024/11/05,22,13948,2024/11/05,18025,0.774
99,2024 General,2024/11/05,23,8318,2024/11/05,15415,0.54
100,2024 General,2024/11/05,24,7789,2024/11/05,13770,0.566
101,2024 General,2024/11/05,25,7531,2024/11/05,14256,0.528
102,2024 General,2024/11/05,26,11063,2024/11/05,14513,0.762
103,2024 General,2024/11/05,27,12425,2024/11/05,23808,0.522
104,2024 General,2024/11/05,28,4757,2024/11/05,8394,0.567
105,2024 General,2024/11/05,29,6494,2024/11/05,9753,0.666
106,2024 General,2024/11/05,30,11846,2024/11/05,16993,0.697
107,2024 General,2024/11/05,31,10293,2024/11/05,14844,0.693
108,2024 General,2024/11/05,32,8464,2024/11/05,15481,0.547
109,2024 General,2024/11/05,33,7481,2024/11/05,14303,0.523
110,2024 General,2024/11/05,34,18504,2024/11/05,27055,0.684
111,2024 General,2024/11/05,35,12205,2024/11/05,19402,0.629
112,2024 General,2024/11/05,36,17232,2024/11/05,25672,0.671
113,2024 General,2024/11/05,37,5103,2024/11/05,9993,0.511
114,2024 General,2024/11/05,38,9283,2024/11/05,13906,0.668
115,2024 General,2024/11/05,39,19126,2024/11/05,27530,0.695
116,2024 General,2024/11/05,40,18839,2024/11/05,30631,0.615
117,2024 General,2024/11/05,41,7813,2024/11/05,13299,0.587
118,2024 General,2024/11/05,42,9802,2024/11/05,17180,0.571
119,2024 General,2024/11/05,43,6876,2024/11/05,13526,0.508
120,2024 General,2024/11/05,44,5935,2024/11/05,10431,0.569
121,2024 General,2024/11/05,45,9631,2024/11/05,15763,0.611
122,2024 General,2024/11/05,46,11467,2024/11/05,17072,0.672
123,2024 General,2024/11/05,47,4606,2024/11/05,8584,0.537
124,2024 General,2024/11/05,48,8857,2024/11/05,13630,0.65
125,2024 General,2024/11/05,49,10119,2024/11/05,16576,0.61
126,2024 General,2024/11/05,50,14664,2024/11/05,19599,0.748
127,2024 General,2024/11/05,51,9847,2024/11/05,15833,0.622
128,2024 General,2024/11/05,52,12781,2024/11/05,18609,0.687
129,2024 General,2024/11/05,53,8925,2024/11/05,13369,0.668
130,2024 General,2024/11/05,54,5712,2024/11/05,9562,0.597
131,2024 General,2024/11/05,55,8346,2024/11/05,13554,0.616
132,2024 General,2024/11/05,56,14944,2024/11/05,22126,0.675
133,2024 General,2024/11/05,57,12844,2024/11/05,17591,0.73
134,2024 General,2024/11/05,58,21722,2024/11/05,29205,0.744
135,2024 General,2024/11/05,59,10345,2024/11/05,15964,0.648
136,2024 General,2024/11/05,60,8684,2024/11/05,14110,0.615
137,2024 General,2024/11/05,61,11919,2024/11/05,18161,0.656
138,2024 General,2024/11/05,62,9679,2024/11/05,16709,0.579
139,2024 General,2024/11/05,63,12481,2024/11/05,15919,0.784
140,2024 General,2024/11/05,64,5994,2024/11/05,9102,0.659
141,2024 General,2024/11/05,65,10135,2024/11/05,14729,0.688
142,2024 General,2024/11/05,66,22168,2024/11/05,29162,0.76
143,2023 Primary,2023/05/16,01,5173,2023/05/16,13040,0.397
144,2023 Primary,2023/05/16,02,8502,2023/05/16,20384,0.417
145,2023 Primary,2023/05/16,03,3584,2023/05/16,13187,0.272
146,2023 Primary,2023/05/16,04,3272,2023/05/16,13164,0.249
147,2023 Primary,2023/05/16,05,11153,2023/05/16,36973,0.302
148,2023 Primary,2023/05/16,06,2362,2023/05/16,9577,0.247
149,2023 Primary,2023/05/16,07,1311,2023/05/16,12348,0.106
150,2023 Primary,2023/05/16,08,11743,2023/05/16,34462,0.341
151,2023 Primary,2023/05/16,09,6351,2023/05/16,12349,0.514
152,2023 Primary,2023/05/16,10,5874,2023/05/16,16900,0.348
153,2023 Primary,2023/05/16,11,2026,2023/05/16,9194,0.22
154,2023 Primary,2023/05/16,12,4164,2023/05/16,14918,0.279
155,2023 Primary,2023/05/16,13,3398,2023/05/16,13382,0.254
156,2023 Primary,2023/05/16,14,1703,2023/05/16,6598,0.258
157,2023 Primary,2023/05/16,15,6445,2023/05/16,14616,0.441
158,2023 Primary,2023/05/16,16,1440,2023/05/16,7500,0.192
159,2023 Primary,2023/05/16,17,4428,2023/05/16,15149,0.292
160,2023 Primary,2023/05/16,18,4714,2023/05/16,15173,0.311
161,2023 Primary,2023/05/16,19,1264,2023/05/16,8796,0.144
162,2023 Primary,2023/05/16,20,1164,2023/05/16,7070,0.165
163,2023 Primary,2023/05/16,21,11606,2023/05/16,34984,0.332
164,2023 Primary,2023/05/16,22,8056,2023/05/16,17104,0.471
165,2023 Primary,2023/05/16,23,2467,2023/05/16,14170,0.174
166,2023 Primary,2023/05/16,24,2276,2023/05/16,11225,0.203
167,2023 Primary,2023/05/16,25,2165,2023/05/16,12681,0.171
168,2023 Primary,2023/05/16,26,4293,2023/05/16,13570,0.316
169,2023 Primary,2023/05/16,27,2799,2023/05/16,18354,0.153
170,2023 Primary,2023/05/16,28,1736,2023/05/16,7743,0.224
171,2023 Primary,2023/05/16,29,2597,2023/05/16,8449,0.307
172,2023 Primary,2023/05/16,30,5749,2023/05/16,15425,0.373
173,2023 Primary,2023/05/16,31,4139,2023/05/16,12973,0.319
174,2023 Primary,2023/05/16,32,2662,2023/05/16,13220,0.201
175,2023 Primary,2023/05/16,33,1466,2023/05/16,13102,0.112
176,2023 Primary,2023/05/16,34,8043,2023/05/16,25184,0.319
177,2023 Primary,2023/05/16,35,3752,2023/05/16,18573,0.202
178,2023 Primary,2023/05/16,36,7328,2023/05/16,23333,0.314
179,2023 Primary,2023/05/16,37,1578,2023/05/16,8943,0.176
180,2023 Primary,2023/05/16,38,4130,2023/05/16,12916,0.32
181,2023 Primary,2023/05/16,39,7900,2023/05/16,26022,0.304
182,2023 Primary,2023/05/16,40,6508,2023/05/16,28484,0.228
183,2023 Primary,2023/05/16,41,2029,2023/05/16,12523,0.162
184,2023 Primary,2023/05/16,42,2549,2023/05/16,16150,0.158
185,2023 Primary,2023/05/16,43,1959,2023/05/16,12735,0.154
186,2023 Primary,2023/05/16,44,2257,2023/05/16,9412,0.24
187,2023 Primary,2023/05/16,45,2932,2023/05/16,14412,0.203
188,2023 Primary,2023/05/16,46,5987,2023/05/16,15599,0.384
189,2023 Primary,2023/05/16,47,1243,2023/05/16,6841,0.182
190,2023 Primary,2023/05/16,48,3375,2023/05/16,12795,0.264
191,2023 Primary,2023/05/16,49,4014,2023/05/16,15656,0.256
192,2023 Primary,2023/05/16,50,8094,2023/05/16,18777,0.431
193,2023 Primary,2023/05/16,51,3903,2023/05/16,14795,0.264
194,2023 Primary,2023/05/16,52,6229,2023/05/16,17235,0.361
195,2023 Primary,2023/05/16,53,2616,2023/05/16,12542,0.209
196,2023 Primary,2023/05/16,54,1441,2023/05/16,9147,0.158
197,2023 Primary,2023/05/16,55,2336,2023/05/16,12998,0.18
198,2023 Primary,2023/05/16,56,4688,2023/05/16,21183,0.221
199,2023 Primary,2023/05/16,57,4429,2023/05/16,16687,0.265
200,2023 Primary,2023/05/16,58,6723,2023/05/16,28173,0.239
201,2023 Primary,2023/05/16,59,4768,2023/05/16,14855,0.321
202,2023 Primary,2023/05/16,60,3643,2023/05/16,12710,0.287
203,2023 Primary,2023/05/16,61,4689,2023/05/16,17285,0.271
204,2023 Primary,2023/05/16,62,2502,2023/05/16,15584,0.161
205,2023 Primary,2023/05/16,63,4797,2023/05/16,15218,0.315
206,2023 Primary,2023/05/16,64,1981,2023/05/16,8714,0.227
207,2023 Primary,2023/05/16,65,3806,2023/05/16,14160,0.269
208,2023 Primary,2023/05/16,66,7452,2023/05/16,27766,0.268
209,2023 General,2023/11/07,01,5446,2023/11/07,13137,0.415
210,2023 General,2023/11/07,02,8943,2023/11/07,20641,0.433
211,2023 General,2023/11/07,03,4113,2023/11/07,13325,0.309
212,2023 General,2023/11/07,04,3602,2023/11/07,13207,0.273
213,2023 General,2023/11/07,05,12581,2023/11/07,37477,0.336
214,2023 General,2023/11/07,06,2543,2023/11/07,9631,0.264
215,2023 General,2023/11/07,07,1528,2023/11/07,12391,0.123
216,2023 General,2023/11/07,08,12915,2023/11/07,34873,0.37
217,2023 General,2023/11/07,09,6720,2023/11/07,12399,0.542
218,2023 General,2023/11/07,10,6360,2023/11/07,16954,0.375
219,2023 General,2023/11/07,11,2176,2023/11/07,9302,0.234
220,2023 General,2023/11/07,12,4441,2023/11/07,15187,0.292
221,2023 General,2023/11/07,13,3780,2023/11/07,13492,0.28
222,2023 General,2023/11/07,14,1875,2023/11/07,6626,0.283
223,2023 General,2023/11/07,15,6844,2023/11/07,14757,0.464
224,2023 General,2023/11/07,16,1572,2023/11/07,7531,0.209
225,2023 General,2023/11/07,17,4860,2023/11/07,15240,0.319
226,2023 General,2023/11/07,18,5231,2023/11/07,15531,0.337
227,2023 General,2023/11/07,19,1399,2023/11/07,8857,0.158
228,2023 General,2023/11/07,20,1550,2023/11/07,7491,0.207
229,2023 General,2023/11/07,21,13994,2023/11/07,35229,0.397
230,2023 General,2023/11/07,22,8571,2023/11/07,17186,0.499
231,2023 General,2023/11/07,23,2830,2023/11/07,14210,0.199
232,2023 General,2023/11/07,24,2687,2023/11/07,11677,0.23
233,2023 General,2023/11/07,25,2654,2023/11/07,13008,0.204
234,2023 General,2023/11/07,26,5352,2023/11/07,13631,0.393
235,2023 General,2023/11/07,27,3991,2023/11/07,19112,0.209
236,2023 General,2023/11/07,28,1905,2023/11/07,7769,0.245
237,2023 General,2023/11/07,29,2775,2023/11/07,8560,0.324
238,2023 General,2023/11/07,30,6172,2023/11/07,15617,0.395
239,2023 General,2023/11/07,31,4524,2023/11/07,13211,0.342
240,2023 General,2023/11/07,32,2929,2023/11/07,13495,0.217
241,2023 General,2023/11/07,33,1819,2023/11/07,13272,0.137
242,2023 General,2023/11/07,34,8836,2023/11/07,25363,0.348
243,2023 General,2023/11/07,35,4537,2023/11/07,18546,0.245
244,2023 General,2023/11/07,36,7981,2023/11/07,23704,0.337
245,2023 General,2023/11/07,37,1762,2023/11/07,8947,0.197
246,2023 General,2023/11/07,38,4562,2023/11/07,12944,0.352
247,2023 General,2023/11/07,39,8884,2023/11/07,26073,0.341
248,2023 General,2023/11/07,40,7334,2023/11/07,28589,0.257
249,2023 General,2023/11/07,41,2577,2023/11/07,12525,0.206
250,2023 General,2023/11/07,42,3116,2023/11/07,16178,0.193
251,2023 General,2023/11/07,43,2194,2023/11/07,12738,0.172
252,2023 General,2023/11/07,44,2517,2023/11/07,9535,0.264
253,2023 General,2023/11/07,45,3668,2023/11/07,14513,0.253
254,2023 General,2023/11/07,46,6224,2023/11/07,15763,0.395
255,2023 General,2023/11/07,47,1451,2023/11/07,7077,0.205
256,2023 General,2023/11/07,48,3675,2023/11/07,12784,0.287
257,2023 General,2023/11/07,49,4394,2023/11/07,15771,0.279
258,2023 General,2023/11/07,50,8672,2023/11/07,18804,0.461
259,2023 General,2023/11/07,51,4324,2023/11/07,14867,0.291
260,2023 General,2023/11/07,52,6638,2023/11/07,17266,0.384
261,2023 General,2023/11/07,53,3260,2023/11/07,12559,0.26
262,2023 General,2023/11/07,54,1796,2023/11/07,9108,0.197
263,2023 General,2023/11/07,55,2979,2023/11/07,12975,0.23
264,2023 General,2023/11/07,56,6014,2023/11/07,21077,0.285
265,2023 General,2023/11/07,57,5809,2023/11/07,16694,0.348
266,2023 General,2023/11/07,58,9548,2023/11/07,28012,0.341
267,2023 General,2023/11/07,59,5171,2023/11/07,15058,0.343
268,2023 General,2023/11/07,60,3927,2023/11/07,12883,0.305
269,2023 General,2023/11/07,61,5404,2023/11/07,17354,0.311
270,2023 General,2023/11/07,62,3070,2023/11/07,15748,0.195
271,2023 General,2023/11/07,63,6272,2023/11/07,15256,0.411
272,2023 General,2023/11/07,64,2537,2023/11/07,8649,0.293
273,2023 General,2023/11/07,65,4710,2023/11/07,14102,0.334
274,2023 General,2023/11/07,66,10136,2023/11/07,27833,0.364
275,2022 Primary,2022/05/17,01,4933,2022/05/13,13293,0.371
276,2022 Primary,2022/05/17,02,7400,2022/05/13,20626,0.359
277,2022 Primary,2022/05/17,03,3066,2022/05/13,13433,0.228
278,2022 Primary,2022/05/17,04,2617,2022/05/13,13450,0.195
279,2022 Primary,2022/05/17,05,9862,2022/05/13,37119,0.266
280,2022 Primary,2022/05/17,06,1987,2022/05/13,10054,0.198
281,2022 Primary,2022/05/17,07,820,2022/05/13,13057,0.063
282,2022 Primary,2022/05/17,08,10350,2022/05/13,34524,0.3
283,2022 Primary,2022/05/17,09,5961,2022/05/13,12595,0.473
284,2022 Primary,2022/05/17,10,4876,2022/05/13,17280,0.282
285,2022 Primary,2022/05/17,11,1686,2022/05/13,9510,0.177
286,2022 Primary,2022/05/17,12,3398,2022/05/13,15358,0.221
287,2022 Primary,2022/05/17,13,2777,2022/05/13,13744,0.202
288,2022 Primary,2022/05/17,14,1427,2022/05/13,6514,0.219
289,2022 Primary,2022/05/17,15,5559,2022/05/13,14482,0.384
290,2022 Primary,2022/05/17,16,1137,2022/05/13,7838,0.145
291,2022 Primary,2022/05/17,17,3666,2022/05/13,15504,0.236
292,2022 Primary,2022/05/17,18,3916,2022/05/13,14973,0.262
293,2022 Primary,2022/05/17,19,827,2022/05/13,9186,0.09
294,2022 Primary,2022/05/17,20,930,2022/05/13,7005,0.133
295,2022 Primary,2022/05/17,21,11192,2022/05/13,35175,0.318
296,2022 Primary,2022/05/17,22,7095,2022/05/13,17450,0.407
297,2022 Primary,2022/05/17,23,1959,2022/05/13,14672,0.134
298,2022 Primary,2022/05/17,24,1960,2022/05/13,11212,0.175
299,2022 Primary,2022/05/17,25,1877,2022/05/13,12761,0.147
300,2022 Primary,2022/05/17,26,3903,2022/05/13,13605,0.287
301,2022 Primary,2022/05/17,27,2421,2022/05/13,19483,0.124
302,2022 Primary,2022/05/17,28,1416,2022/05/13,8011,0.177
303,2022 Primary,2022/05/17,29,2079,2022/05/13,8403,0.247
304,2022 Primary,2022/05/17,30,4915,2022/05/13,15181,0.324
305,2022 Primary,2022/05/17,31,3584,2022/05/13,12862,0.279
306,2022 Primary,2022/05/17,32,2124,2022/05/13,13677,0.155
307,2022 Primary,2022/05/17,33,1095,2022/05/13,13665,0.08
308,2022 Primary,2022/05/17,34,6365,2022/05/13,25765,0.247
309,2022 Primary,2022/05/17,35,3103,2022/05/13,19080,0.163
310,2022 Primary,2022/05/17,36,6118,2022/05/13,23535,0.26
311,2022 Primary,2022/05/17,37,1212,2022/05/13,9501,0.128
312,2022 Primary,2022/05/17,38,3701,2022/05/13,13243,0.279
313,2022 Primary,2022/05/17,39,7337,2022/05/13,26521,0.277
314,2022 Primary,2022/05/17,40,5176,2022/05/13,29051,0.178
315,2022 Primary,2022/05/17,41,1834,2022/05/13,12898,0.142
316,2022 Primary,2022/05/17,42,1834,2022/05/13,16724,0.11
317,2022 Primary,2022/05/17,43,1579,2022/05/13,13358,0.118
318,2022 Primary,2022/05/17,44,1887,2022/05/13,9695,0.195
319,2022 Primary,2022/05/17,45,2913,2022/05/13,14808,0.197
320,2022 Primary,2022/05/17,46,5212,2022/05/13,15940,0.327
321,2022 Primary,2022/05/17,47,984,2022/05/13,6823,0.144
322,2022 Primary,2022/05/17,48,2872,2022/05/13,13113,0.219
323,2022 Primary,2022/05/17,49,3146,2022/05/13,16055,0.196
324,2022 Primary,2022/05/17,50,6828,2022/05/13,19239,0.355
325,2022 Primary,2022/05/17,51,3297,2022/05/13,15178,0.217
326,2022 Primary,2022/05/17,52,5132,2022/05/13,17818,0.288
327,2022 Primary,2022/05/17,53,2381,2022/05/13,12975,0.184
328,2022 Primary,2022/05/17,54,1311,2022/05/13,9684,0.135
329,2022 Primary,2022/05/17,55,2226,2022/05/13,13832,0.161
330,2022 Primary,2022/05/17,56,4661,2022/05/13,22104,0.211
331,2022 Primary,2022/05/17,57,4496,2022/05/13,17144,0.262
332,2022 Primary,2022/05/17,58,7496,2022/05/13,28939,0.259
333,2022 Primary,2022/05/17,59,3983,2022/05/13,15332,0.26
334,2022 Primary,2022/05/17,60,3152,2022/05/13,13115,0.24
335,2022 Primary,2022/05/17,61,3751,2022/05/13,17754,0.211
336,2022 Primary,2022/05/17,62,1998,2022/05/13,16128,0.124
337,2022 Primary,2022/05/17,63,4796,2022/05/13,15520,0.309
338,2022 Primary,2022/05/17,64,1979,2022/05/13,9193,0.215
339,2022 Primary,2022/05/17,65,3772,2022/05/13,14673,0.257
340,2022 Primary,2022/05/17,66,7959,2022/05/13,28350,0.281
341,2022 General,2022/11/08,01,8131,2022/11/08,13589,0.598
342,2022 General,2022/11/08,02,13322,2022/11/08,21152,0.63
343,2022 General,2022/11/08,03,6257,2022/11/08,13730,0.456
344,2022 General,2022/11/08,04,5736,2022/11/08,13794,0.416
345,2022 General,2022/11/08,05,20241,2022/11/08,39037,0.519
346,2022 General,2022/11/08,06,4143,2022/11/08,10225,0.405
347,2022 General,2022/11/08,07,3135,2022/11/08,13234,0.237
348,2022 General,2022/11/08,08,20364,2022/11/08,36766,0.554
349,2022 General,2022/11/08,09,9194,2022/11/08,12838,0.716
350,2022 General,2022/11/08,10,8947,2022/11/08,17450,0.513
351,2022 General,2022/11/08,11,3534,2022/11/08,9797,0.361
352,2022 General,2022/11/08,12,6584,2022/11/08,15547,0.423
353,2022 General,2022/11/08,13,5695,2022/11/08,13956,0.408
354,2022 General,2022/11/08,14,3208,2022/11/08,6838,0.469
355,2022 General,2022/11/08,15,9915,2022/11/08,15062,0.658
356,2022 General,2022/11/08,16,2612,2022/11/08,7942,0.329
357,2022 General,2022/11/08,17,7062,2022/11/08,15731,0.449
358,2022 General,2022/11/08,18,8614,2022/11/08,15611,0.552
359,2022 General,2022/11/08,19,2656,2022/11/08,9302,0.286
360,2022 General,2022/11/08,20,2661,2022/11/08,7512,0.354
361,2022 General,2022/11/08,21,22196,2022/11/08,36177,0.614
362,2022 General,2022/11/08,22,11192,2022/11/08,17707,0.632
363,2022 General,2022/11/08,23,4951,2022/11/08,14883,0.333
364,2022 General,2022/11/08,24,4574,2022/11/08,11938,0.383
365,2022 General,2022/11/08,25,4533,2022/11/08,13219,0.343
366,2022 General,2022/11/08,26,7929,2022/11/08,13889,0.571
367,2022 General,2022/11/08,27,7191,2022/11/08,21073,0.341
368,2022 General,2022/11/08,28,3024,2022/11/08,8085,0.374
369,2022 General,2022/11/08,29,4538,2022/11/08,8783,0.517
370,2022 General,2022/11/08,30,9739,2022/11/08,16010,0.608
371,2022 General,2022/11/08,31,7441,2022/11/08,13444,0.553
372,2022 General,2022/11/08,32,5020,2022/11/08,14022,0.358
373,2022 General,2022/11/08,33,3706,2022/11/08,13773,0.269
374,2022 General,2022/11/08,34,13010,2022/11/08,26109,0.498
375,2022 General,2022/11/08,35,7869,2022/11/08,19259,0.409
376,2022 General,2022/11/08,36,12601,2022/11/08,24105,0.523
377,2022 General,2022/11/08,37,3011,2022/11/08,9559,0.315
378,2022 General,2022/11/08,38,6970,2022/11/08,13489,0.517
379,2022 General,2022/11/08,39,13883,2022/11/08,26887,0.516
380,2022 General,2022/11/08,40,12227,2022/11/08,29589,0.413
381,2022 General,2022/11/08,41,4719,2022/11/08,13025,0.362
382,2022 General,2022/11/08,42,5478,2022/11/08,16810,0.326
383,2022 General,2022/11/08,43,3998,2022/11/08,13463,0.297
384,2022 General,2022/11/08,44,3875,2022/11/08,9989,0.388
385,2022 General,2022/11/08,45,6078,2022/11/08,14929,0.407
386,2022 General,2022/11/08,46,8962,2022/11/08,16450,0.545
387,2022 General,2022/11/08,47,2646,2022/11/08,7272,0.364
388,2022 General,2022/11/08,48,5987,2022/11/08,13248,0.452
389,2022 General,2022/11/08,49,6901,2022/11/08,16322,0.423
390,2022 General,2022/11/08,50,11268,2022/11/08,19332,0.583
391,2022 General,2022/11/08,51,6630,2022/11/08,15433,0.43
392,2022 General,2022/11/08,52,9592,2022/11/08,18181,0.528
393,2022 General,2022/11/08,53,5677,2022/11/08,13059,0.435
394,2022 General,2022/11/08,54,3533,2022/11/08,9664,0.366
395,2022 General,2022/11/08,55,5340,2022/11/08,13718,0.389
396,2022 General,2022/11/08,56,10171,2022/11/08,22167,0.459
397,2022 General,2022/11/08,57,9079,2022/11/08,17196,0.528
398,2022 General,2022/11/08,58,15677,2022/11/08,29111,0.539
399,2022 General,2022/11/08,59,7454,2022/11/08,15555,0.479
400,2022 General,2022/11/08,60,6050,2022/11/08,13485,0.449
401,2022 General,2022/11/08,61,8243,2022/11/08,17908,0.46
402,2022 General,2022/11/08,62,5740,2022/11/08,16303,0.352
403,2022 General,2022/11/08,63,9493,2022/11/08,15669,0.606
404,2022 General,2022/11/08,64,4129,2022/11/08,9172,0.45
405,2022 General,2022/11/08,65,7238,2022/11/08,14801,0.489
406,2022 General,2022/11/08,66,15794,2022/11/08,28515,0.554
407,2021 Primary,2021/05/18,01,4407,2021/05/11,13234,0.333
408,2021 Primary,2021/05/18,02,6674,2021/05/11,20328,0.328
409,2021 Primary,2021/05/18,03,2702,2021/05/11,13578,0.199
410,2021 Primary,2021/05/18,04,2396,2021/05/11,13593,0.176
